26,6,0.18263,57.41
26,7,0.064766,57.41
26,8,-0.018722,57.41
26,9,-0.098786,57.41
26,10,-0.072617,54.499
26,11,-0.073881,47.22
27,1,0.12162,40.61
27,2,0.55877,37.96
27,3,0.65125,38.49
27,4,0.407,41.67
27,5,-0.032963,41.67
27,6,-0.14441,61.376
27,7,0.027122,64.81
27,8,-0.30727,64.81
27,9,-0.29073,64.81
27,10,-0.3721,64.81
27,11,0.24823,64.81
28,1,0.14399,36.374
28,2,0.028203,37.5
28,3,0.076673,37.5
28,4,0.17471,37.5
28,5,0.23418,37.5
28,6,0.13823,38.821
28,7,0.24981,39.35
28,8,0.12096,39.35
28,9,0.25996,39.35
28,10,-0.012509,39.35
28,11,0.16494,39.35
30,1,0.1179,42.061
30,2,0.26938,38.754
30,3,0.31684,37.96
30,4,0.17448,39.281
30,5,-0.18035,39.81
30,6,-0.001915,39.281
30,7,0.079903,37.696
30,8,-0.489,37.696
30,9,-0.10823,37.96
30,10,-0.32197,37.96
30,11,-0.08811,37.96
31,1,0.14253,31.48
31,2,0.2404,33.466
31,3,0.32287,35.451
31,4,0.31475,35.844
31,5,0.20536,40.279
31,6,0.11728,40.346
31,7,0.070011,36.11
31,8,-0.051183,40.87
31,9,-0.053897,38.427
31,10,-0.045531,31.02
31,11,-0.055471,31.02
33,1,0.2949,35.19
33,2,0.35895,35.19
33,3,0.51517,35.19
33,4,0.61629,35.19
33,5,0.21402,39.951
33,6,0.16493,46.3
33,7,0.1585,46.3
33,8,0.11327,46.3
33,9,0.0012351,46.3
33,10,-0.09283,46.3
33,11,0.12698,46.3
35,1,0.25832,70.899
35,2,0.24269,70.37
35,3,0.24431,70.37
35,4,0.22316,70.37
35,5,0.38276,71.959
35,6,0.16508,75.93
35,7,0.082582,75.93
35,8,0.039576,67.59
35,9,0.0080336,67.59
35,10,0.016596,72.22
35,11,0.008944,72.22
38,1,0.089856,31.02
38,2,0.34628,31.02
38,3,0.41323,31.02
38,4,-0.11583,31.02
38,5,-0.072737,30.754
38,6,-0.29164,30.09
38,7,-0.017573,30.09
38,8,-0.54231,30.09
38,9,-0.24535,30.09
38,10,-0.30374,30.09
38,11,0.22904,30.09
39,1,0.2741,49.07
39,2,0.30276,49.07
39,3,0.4336,49.07
39,4,0.46174,49.07
39,5,0.32178,49.07
39,6,0.10573,52.25
39,7,0.13357,52.78
39,8,0.030795,52.78
39,9,-0.034052,52.78
39,10,-0.14173,52.78
39,11,-0.05907,52.78
40,1,0.056007,28.24
40,2,0.02823,29.034
40,3,0.29622,31.02
40,4,0.39623,31.02
40,5,0.15458,31.02
40,6,-0.088455,31.02
40,7,-0.018933,31.02
40,8,0.10977,29.233
40,9,0.066043,30.027
40,10,-0.072778,32.41
40,11,0.068224,32.41
42,1,0.24455,41.2
42,2,0.21425,41.2
42,3,0.28698,41.2
42,4,0.41267,41.2
42,5,0.33446,41.2
42,6,0.25218,50.196
42,7,0.29283,58.663
42,8,0.14087,59.72
42,9,0.038145,60.514
42,10,-0.029819,61.11
42,11,-0.12636,61.11
45,1,0.030713,40.74
45,2,0.02939,40.74
45,3,0.032324,40.74
45,4,0.054463,40.74
45,5,0.050811,40.74
45,6,0.043732,40.74
45,7,0.1173,35.19
45,8,0.11104,35.19
45,9,0.089162,35.19
45,10,0.095612,35.19
45,11,0.17376,35.19
46,1,0.32544,7.41
46,2,0.19476,21.296
46,3,0.24149,12.964
46,4,0.12227,7.41
46,5,-0.10562,8.9957
46,6,-0.15423,11.11
46,7,0.1913,10.846
46,8,-0.31365,9.26
46,9,-0.33788,9.26
46,10,-0.24767,9.26
46,11,0.058731,9.26
47,1,0.16867,40.28
47,2,-0.040124,40.28
47,3,0.18941,40.28
47,4,0.34419,38.959
47,5,-0.049482,38.43
47,6,0.030618,39.221
47,7,-0.023848,41.2
47,8,0.62858,41.2
47,9,0.27274,41.2
47,10,-0.095519,45.37
47,11,-0.014209,50.93
48,1,0.13241,45.83
48,2,0.90009,45.83
48,3,0.16267,52.181
48,4,0.096825,54.033
48,5,0.18859,49.804
48,6,0.10806,47.69
48,7,0.10878,47.69
48,8,-0.17628,47.69
48,9,0.062993,47.69
48,10,0.04019,47.69
48,11,0.12867,47.69
49,1,0.13546,34.856
49,2,0.13861,35.65
49,3,0.29147,35.65
49,4,0.26722,35.65
49,5,0.21145,35.65
49,6,-0.030748,35.65
49,7,0.0043387,34.857
49,8,-0.084921,33.8
49,9,0.022456,34.197
49,10,-0.12977,27.253
49,11,0.08126,25.93
50,1,0.48529,53.24
50,2,0.20792,53.24
50,3,0.4153,53.24
50,4,0.99807,54.034
50,5,0.39324,63.297
50,6,0.19903,66.67
50,7,0.16773,66.67
50,8,0.061417,66.67
50,9,0.020065,66.67
50,10,0.037511,66.67
50,11,0.14242,66.67
54,1,-0.13566,46.3
54,2,0.24368,46.3
54,3,0.32032,41.534
54,4,0.47256,42.329
54,5,0.30195,42.329
54,6,0.21385,46.3
54,7,0.16287,46.3
54,8,0.071505,46.3
54,9,0.084424,46.3
54,10,0.061232,46.3
54,11,0.13761,48.15
55,1,0.16166,35.123
55,2,0.1722,38.959
55,3,0.20813,42.13
55,4,0.1786,42.924
55,5,0.084757,47.69
55,6,-0.050251,47.69
55,7,-0.065629,47.69
55,8,-0.11887,47.69
55,9,-0.076031,47.69
55,10,-0.05561,47.69
55,11,0.052814,47.69
56,1,0.51646,37.96
56,2,0.36385,37.96
56,3,0.53759,39.81
56,4,0.35849,39.81
56,5,0.089064,39.81
56,6,-0.36161,42.193
56,7,-0.34482,42.59
56,8,-0.52127,42.59
56,9,-0.20926,50.93
56,10,-0.25719,50.93
56,11,0.24014,50.93
